,Unnamed: 0,ID,Address,latitude,longitude,date,coin,MorphLocation,d10,d16,d25,d50,d65,d75,d84,d90,mean,source,dataset,Location
15,562,3NOregonInletDune,"North side, Oregon Inlet, NC",35.799,-75.54,10/10/19,quarter,the_dune,0.158535415,0.180064998,0.191644783,0.227868902,0.25400057,0.280233301,0.306151429,0.324748626,0.232461062,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"Mountains-to-Sea Trail, Dare County, North Carolina, United States"
16,590,3PeaIsland2,"Pea Island, NC",35.716406,-75.492931,10/10/19,quarter,the_berm,0.161459175,0.181749632,0.197176669,0.247251431,0.282555124,0.308806677,0.334512097,0.352827091,0.246797863,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"Pea Island Life Savers, NC 12, Dare County, North Carolina, United States"
17,626,3PeaIslandDune,"Pea Island, NC",35.76946,-75.52478,10/10/19,quarter,the_dune,0.152671652,0.177113917,0.188907825,0.225954042,0.252786387,0.286655864,0.32100165,0.346155753,0.234203487,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"Mountains-to-Sea Trail, Dare County, North Carolina, United States"
18,658,3PlymouthRock,"Plymouth, MA",41.958101,-70.662019,09/23/19,quarter,the_berm,0.281927217,0.314527508,0.364900227,0.493147584,0.621873618,0.747751752,0.981910169,1.275019253,0.534034237,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"57, Water Street, Plymouth, Plymouth County, Massachusetts, 02360, United States"
19,666,3RodantheDune,"Rodanthe, NC",35.56321,-75.46815,10/10/19,quarter,the_dune,0.234545365,0.259364254,0.280091081,0.346774331,0.405264115,0.451237928,0.49705712,0.583461727,0.354912357,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"25211, Sea Vista Drive, St. Waves, Dare County, North Carolina, 27982, United States"
20,734,3SCorollaDune,"Corolla, NC",36.278613,-75.792541,10/10/19,quarter,the_dune,0.151323104,0.172388852,0.186374409,0.219969783,0.242967998,0.267969687,0.299030724,0.321713467,0.224661854,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"465, Pipsis Point Road, Currituck County, North Carolina, 27927, United States"
21,754,3Seabrook,"Seabrook, TX",29.596944,-94.986389,11/04/19,quarter,the_berm,0.086243047,0.09187313,0.098605579,0.120009409,0.136158647,0.148552891,0.160669484,0.169291412,0.120998245,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"El Jardin Drive, El Jardin Del Mar, Pasadena, Harris County, Texas, 77586, United States"
22,788,3VirginiaBeach,"Virginia Beach, VA",36.83514,-76.15153,10/11/19,quarter,the_berm,0.167012841,0.192926132,0.225623677,0.300120749,0.34642531,0.404855071,0.473256608,0.570045236,0.301481908,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"Virginia Beach-Norfolk Expressway, Kempsville Heights, Virginia Beach, Virginia, 23462, United States"
23,838,3WellsBeach,"Wells, ME",43.301944,-70.566389,09/23/19,quarter,the_berm,0.167706531,0.181053106,0.189600284,0.215519325,0.23274189,0.244981591,0.272111912,0.300978154,0.219792693,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"427, Mile Road, Wells Beach, Wells, York County, Maine, 04090, United States"
24,848,Assateague,"Assateague Island, DE",38.192197,-75.156442,08/07/19,quarter,,0.189906459,0.216696485,0.257377581,0.34425304,0.40789946,0.456459481,0.51159491,0.596075065,0.33668101,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,"Bayberry Drive, Worcester County, Maryland, United States"
25,954,FalseCape,"False Cape, VA",,,08/07/19,quarter,,0.136598766,0.147189865,0.164635924,0.213553413,0.247323238,0.283737462,0.322485569,0.351214703,0.21642042,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,
26,1060,OuterBanksNC,"Outer Banks, NC",,,08/18/19,dime,,0.215503491,0.255796024,0.288795401,0.386344186,0.441068842,0.48179362,0.553699492,0.629005258,0.379647693,"Brian McFall, sandsnap training round 1 March 2020",sandsnap,
27,1,PR001,"Playa Villa Pesquera, Patillas, Puerto Rico",,,06/18/20,quarter,the_swash,0.112616482,0.122475544,0.13480611,0.166363823,0.198881752,0.226864102,0.249913617,0.322671756,0.172041306,Brian McFall August 23 2021,sandsnap,
28,2,PR002,"Playa Boca de Cangrejos, Loiza, Puerto Rico",,,06/18/20,dime,the_berm,0.428244561,0.45216454,0.490572803,0.606101169,0.654565125,0.689008675,0.749383704,0.815556666,0.589995395,Brian McFall August 23 2021,sandsnap,
29,3,LB06192020 Swash,Long Branch NJ,,,06/19/20,quarter,the_swash,1.198172723,1.047529619,0.856321082,0.69846896,0.65591953,0.629003212,0.605724213,0.591364552,0.762423228,Brian McFall August 23 2021,sandsnap,
30,4,DSS Fordune,Rehoboth DE Delaware State Seashore ,,,06/22/20,quarter,the_dune,0.271014351,0.301964733,0.342689455,0.396259928,0.434991896,0.478632809,0.521640898,0.552439106,0.396676073,Brian McFall August 23 2021,sandsnap,
31,5,DSS berm/beach,Rehoboth DE Delaware State Seashore ,,,06/22/20,quarter,"the_berm,other",0.295352798,0.337246758,0.375597941,0.49758717,0.606494601,0.679202013,0.774394207,0.887155092,0.506515824,Brian McFall August 23 2021,sandsnap,
32,6,DSS Swash,Rehoboth DE Delaware State Seashore ,,,06/22/20,quarter,the_swash,0.267993471,0.307443126,0.361525119,0.483608048,0.614146473,0.704909859,0.810521356,0.978357778,0.493940067,Brian McFall August 23 2021,sandsnap,
33,7,1 BSP_FB,"Island beach state park, nj",,,06/24/20,dime,the_dune,0.252075265,0.264239111,0.283594236,0.335226178,0.368595376,0.392667105,0.415672884,0.473191703,0.332681696,Brian McFall August 23 2021,sandsnap,
34,8,1 BSP_Berm high tide line,"Island beach state park, nj",,,06/24/20,dime,"the_berm,other",0.290617832,0.309637663,0.333880713,0.41165081,0.469632365,0.513105563,0.555661821,0.585975935,0.413743424,Brian McFall August 23 2021,sandsnap,
35,9,1 BSP_Swash,"Island beach state park, nj",,,06/24/20,dime,"the_swash,other",0.265471475,0.286449722,0.32574502,0.385778462,0.412781971,0.458610165,0.518248431,0.562256142,0.385455985,Brian McFall August 23 2021,sandsnap,
36,10,LBM003,"Vacia Talega, Loiza, Puerto Rico",,,07/06/20,nickle,the_berm,0.221913098,0.234934918,0.254388173,0.306920505,0.344987733,0.372954185,0.40005724,0.420013967,0.306689238,Brian McFall August 23 2021,sandsnap,
37,12,LB06192020 High,Long branch N.J.,,,06/19/20,quarter,other,0.31706769,0.344587259,0.390409211,0.515834114,0.601971886,0.657990457,0.72040302,0.806339546,0.504036051,Brian McFall August 23 2021,sandsnap,
38,13,LB06192020 Berm,Long branch nj,,,06/19/20,quarter,the_berm,0.374594232,0.431375766,0.493043205,0.653571907,0.743638266,0.826631564,1.009580253,1.171059614,0.657804221,Brian McFall August 23 2021,sandsnap,
39,15,HBFL01,"Hillsboro Beach, FL",26.2947,-80.0776,07/18/20,quarter,the_berm,0.318332967,0.351940606,0.377919965,0.46530907,0.532642327,0.582861156,0.655920685,0.726915426,0.475357927,Brian McFall August 23 2021,sandsnap,"Hillsboro Mile, Deerfield Beach, Broward County, Florida, 33341, United States"
40,16,SHE Swash 2020,Sandy hook beach e nj,,,08/05/20,quarter,the_swash,0.315685684,0.337886907,0.374150283,0.49056895,0.574320482,0.643069877,0.721920081,0.824278721,0.4927805,Brian McFall August 23 2021,sandsnap,
41,17,SHE Berm 2020,Sandy hook beach e nj,,,08/05/20,quarter,the_berm,0.3358323,0.379740379,0.451897878,0.65945193,0.778804077,0.904214173,1.102023175,1.257390976,0.651058805,Brian McFall August 23 2021,sandsnap,
42,18,SHE Dune 2020,Sandy hook beach e nj,,,08/05/20,quarter,the_dune,0.344631124,0.390620029,0.452192739,0.615588514,0.687706776,0.759527552,0.842220984,1.032645785,0.5872509,Brian McFall August 23 2021,sandsnap,
43,19,"Port Sanilac, MI Sample 1","Port Sanilac, MI",43.4424,-82.5428,08/10/20,quarter,the_berm,0.178141102,0.210737233,0.219259159,0.244557757,0.265482599,0.28156579,0.296872064,0.335018396,0.248254626,Brian McFall August 23 2021,sandsnap,"Murphy Drive, Sanilac Township, Sanilac County, Michigan, 48469, United States"
44,21,"Fort Stevens, Bianca","Fort Stevens State park, Oregon ",,,08/20/20,quarter,"the_berm,other",0.137105119,0.152279025,0.163374395,0.213965218,0.224470356,0.231758784,0.238520489,0.243137539,0.198078036,Brian McFall August 23 2021,sandsnap,
45,24,IMM-01 20Aug2020 Fort Warden,"Port Townsend, WA",,,08/25/20,quarter,the_swash,0.28954944,0.31473379,0.348526935,0.443776257,0.511727601,0.562715262,0.636610037,0.73454761,0.446334344,Brian McFall August 23 2021,sandsnap,
46,25,OC_WA_090220,"Ocean City, WA",,,09/02/20,quarter,the_berm,0.132442683,0.142,0.152187241,0.167346513,0.177157574,0.193380355,0.210234259,0.224756276,0.170840042,Brian McFall August 23 2021,sandsnap,
47,26,Nesk 1 Berm (Rockline),"Neskowin, Oregon",45.1044778,-123.9854172,09/02/20,quarter,the_berm,0.225773441,0.243042141,0.255544821,0.280473606,0.296583473,0.312867734,0.328560126,0.339456589,0.281879059,Brian McFall August 23 2021,sandsnap,"7, Breakers Boulevard, Neskowin, Tillamook County, Oregon, 97149, United States"
48,27,Nesk 2 Berm,"Neskowin, Oregon",45.11309401,-123.9835914,09/02/20,quarter,the_berm,0.269768205,0.290372172,0.30821373,0.350360695,0.395584331,0.440473891,0.507884629,0.558463768,0.372459007,Brian McFall August 23 2021,sandsnap,"Breakers Avenue, Neskowin Crest, Neskowin, Tillamook County, Oregon, 97149, United States"
49,28,Nesk 3 Above Rockline (MHHW),"Neskowin, Oregon",45.12029917,-123.9809607,09/02/20,quarter,the_berm,0.219982803,0.230262461,0.246589601,0.271602462,0.286972126,0.298184911,0.317868457,0.331707492,0.270895273,Brian McFall August 23 2021,sandsnap,"Hawk Street, Neskowin Crest, Neskowin, Tillamook County, Oregon, 97149, United States"
50,29,Nesk 4 (Above rockline),"Neskowin, Oregon",45.12637862,-123.9798387,09/02/20,quarter,the_berm,0.258710312,0.2721551,0.293643629,0.329260755,0.351445595,0.377384121,0.403547262,0.432576365,0.330686869,Brian McFall August 23 2021,sandsnap,"Kinnikinnick Drive, Neskowin, Tillamook County, Oregon, 97149, United States"
51,30,Nesk 5 (Rockline ),"Neskowin, Oregon",45.13142479,-123.9787142,09/02/20,quarter,the_berm,0.269846399,0.289589296,0.30634829,0.342546746,0.37334957,0.39956753,0.436114467,0.492380634,0.351048899,Brian McFall August 23 2021,sandsnap,"Sahhali Point, Neskowin, Tillamook County, Oregon, 97149, United States"
52,31,Nesk 6 (Rockline),"Neskowin, Oregon",45.1393605,-123.9767808,09/02/20,quarter,the_berm,0.250392102,0.258445074,0.27101274,0.304619263,0.319999312,0.330681702,0.340600415,0.347377628,0.299311634,Brian McFall August 23 2021,sandsnap,"Winema Road, Tillamook County, Oregon, 97149, United States"
53,32,Nesk 7 (Rockline),"Neskowin, Oregon",45.14743134,-123.9750311,09/02/20,quarter,the_berm,0.281392594,0.301674983,0.318018248,0.371609767,0.413638591,0.467204272,0.526659493,0.570442653,0.389390583,Brian McFall August 23 2021,sandsnap,"Wi-Ne-Ma Christian Camp, Winema Road, Winema Beach, Tillamook County, Oregon, 97149, United States"
54,33,Nesk8 (Rockline),"Neskowin, Oregon",45.15581958,-123.9731922,09/02/20,quarter,the_berm,0.305571954,0.321868798,0.347958107,0.431430451,0.496005901,0.544340786,0.591856614,0.657525083,0.434779167,Brian McFall August 23 2021,sandsnap,"Horizon View Avenue, Winema Beach, Tillamook County, Oregon, 97149, United States"
55,34,Nesk 15 Rockline,"Pacific City, Oregon",45.21286902,-123.9711227,09/03/20,quarter,the_berm,0.197610883,0.216729867,0.230005928,0.259854097,0.273030031,0.28218309,0.290682907,0.296491218,0.253915537,Brian McFall August 23 2021,sandsnap,"Shore Drive, Pacific City, Tillamook County, Oregon, 97135, United States"
56,35,Nesk 9 (Rockline),"Pacific City, Oregon",45.16615252,-123.9714729,09/03/20,quarter,the_berm,0.262175437,0.282163505,0.306692647,0.364320586,0.413703097,0.470897622,0.532964917,0.578824234,0.379805333,Brian McFall August 23 2021,sandsnap,"Winema Beach, Tillamook County, Oregon, 97149, United States"
57,36,Nesk 10 (Rockline),"Pacific City, Oregon",45.17336653,-123.9711853,09/11/20,quarter,the_berm,0.274066159,0.298151553,0.31558236,0.368333028,0.40218674,0.436486927,0.493647278,0.535854749,0.378470031,Brian McFall August 23 2021,sandsnap,"Tillamook County, Oregon, United States"
58,37,Nesk 11 (Rockline),"Pacific City, Oregon",45.18065918,-123.9701849,09/11/20,quarter,the_berm,0.245651839,0.257639591,0.273124346,0.311133054,0.329524768,0.342386003,0.357772422,0.387967395,0.306094273,Brian McFall August 23 2021,sandsnap,"Bob Straub State Park, Oretown Road, Oretown, Tillamook County, Oregon, 97315, United States"
59,38,Nesk 12 (Rockline),"Pacific City, Oregon",45.18789941,-123.9695202,09/11/20,quarter,the_berm,0.250096398,0.258884287,0.272648477,0.309550272,0.329014293,0.342665579,0.36038582,0.388340898,0.306809069,Brian McFall August 23 2021,sandsnap,"Tillamook County, Oregon, United States"
60,39,Nesk 13 (Rockline),"Pacific City, Oregon",45.19508159,-123.9690283,09/11/20,quarter,the_berm,0.278421517,0.300609691,0.316565331,0.366150407,0.400963551,0.436242668,0.498763064,0.545345473,0.380060085,Brian McFall August 23 2021,sandsnap,"Sunset Drive, Pacific City, Tillamook County, Oregon, 97315, United States"
61,40,Nesk 14 (Rockline),"Pacific City, Oregon",45.20303171,-123.9689428,09/11/20,quarter,the_berm,0.225286965,0.244671258,0.257171318,0.285704712,0.306569811,0.323943334,0.340419745,0.351867,0.287632772,Brian McFall August 23 2021,sandsnap,"Ocean Drive, Pacific City, Tillamook County, Oregon, 97135, United States"
62,42,PR004,"Playa Aviones, Lo�za Puerto Rico",,,09/30/20,nickle,the_berm,0.311211372,0.338389703,0.383671606,0.505974624,0.588648398,0.643230921,0.695859007,0.765816779,0.492064888,Brian McFall August 23 2021,sandsnap,
63,46,Elwho Beach (spelling?) 15 Oct 2020,"Port Angeles, wa",,,10/15/20,quarter,the_swash,1.517214745,1.784505787,2.18545447,2.857490487,3.155398384,3.379436758,3.75129402,4.044219218,2.674409787,Brian McFall August 23 2021,sandsnap,
64,47,Eluha Beach Berm Top,"Port Angeles, wa",,,10/15/20,quarter,the_berm,0.289591105,0.312965146,0.343407729,0.605171456,0.655819553,0.691918556,0.726103504,0.749826703,0.516167886,Brian McFall August 23 2021,sandsnap,
65,49,MS-WL-201024,"Waveland, Mississippi",30.2884,-89.3602,10/27/20,quarter,the_berm,0.272670441,0.301,0.324391193,0.399739648,0.464634033,0.518890181,0.573117203,0.63482902,0.410026187,Brian McFall August 23 2021,sandsnap,"Beach Boulebard Boardwalk, Bay Saint Louis, Hancock County, Mississippi, 39576, United States"
66,50,Malibu Corral Beach,Malibu Beach RV Park,34.0331,-118.737,10/29/20,quarter,the_dune,0.27278315,0.305845618,0.339828395,0.455168916,0.542039464,0.610033335,0.682503814,0.769505992,0.456309993,Brian McFall August 23 2021,sandsnap,"Corral State Beach, Pacific Coast Highway, Malibu, Los Angeles County, California, 90265, United States"
67,51,Silver Strand Beach ,"Oxnard, California ",,,10/29/20,quarter,the_berm,0.21696843,0.233199488,0.255801043,0.309991108,0.348959682,0.397762687,0.483149434,0.568146918,0.326878308,Brian McFall August 23 2021,sandsnap,
68,52,Zuma Beach Malibu,"Zuma Beach, Tower 14",34.0264,-118.738,11/05/20,quarter,the_dune,0.154357603,0.182762226,0.21421405,0.237396626,0.256128737,0.278105067,0.305129607,0.36105237,0.236563885,Brian McFall August 23 2021,sandsnap,"Malibu, Los Angeles County, California, 90265-4797, United States"
69,53,MS-PC1D-201027,"Pass Christian, MS",30.3047,-89.2776,11/13/20,quarter,the_dune,0.188428515,0.213,0.226811629,0.264098027,0.285436136,0.306209694,0.345790061,0.3749801,0.26904169,Brian McFall August 23 2021,sandsnap,"1101, West Beach Boulevard, Pass Christian, Harrison County, Mississippi, 39571, United States"
70,54,MS-PC-B-201022,"Pass Christian, MS",30.3047,-89.2778,11/13/20,quarter,the_berm,0.220443836,0.24,0.261364011,0.313599287,0.346606498,0.370519546,0.393448691,0.409517776,0.309390255,Brian McFall August 23 2021,sandsnap,"1101, West Beach Boulevard, Pass Christian, Harrison County, Mississippi, 39571, United States"
71,56,Broad Beach,"31100 Broad Beach Rd, Malibu, CAN ",,,11/16/20,nickle,the_berm,0.169367689,0.196229491,0.216297878,0.242085865,0.264665317,0.283723004,0.310800704,0.348723349,0.24532317,Brian McFall August 23 2021,sandsnap,
72,57,Zuma 11-16-20,"Zuma, Malibu,CA",,,11/16/20,nickle,the_berm,0.226520701,0.254245535,0.290757946,0.389102972,0.486818394,0.580447932,0.702866794,0.895879317,0.41120997,Brian McFall August 23 2021,sandsnap,
73,58,Westward Beach (?),Malibu CA,,,11/16/20,nickle,the_berm,0.237341788,0.264467934,0.300908369,0.386457492,0.470123528,0.555317172,0.662445255,0.798535083,0.407575668,Brian McFall August 23 2021,sandsnap,
74,59,12/21/21 Topanoa,"Topanga Beach, Los Angeles ",34.03785,-118.5831,12/22/20,quarter,the_berm,0.219129575,0.241,0.27367634,0.350183745,0.398403693,0.453739712,0.539885952,0.615338563,0.356958487,Brian McFall August 23 2021,sandsnap,"Topanga Beach Drive, Topanga, Los Angeles County, California, 90272-3002, United States"
75,60,Santamonica Beach House ,"Santa Monica, CA",34.02626,-118.5182,12/22/20,quarter,the_dune,0.221841034,0.237841882,0.257562742,0.306029005,0.344529278,0.372850872,0.400325532,0.422245233,0.307719301,Brian McFall August 23 2021,sandsnap,"Beach Valleyball Courts, Marvin's Beach Bike Path, Los Angeles, Los Angeles County, California, 90402, United States"
76,61,Santamonica Ocean Park,Santa Monica CA,33.99991,-118.487,12/22/20,quarter,the_berm,0.216345206,0.232512879,0.257087885,0.325292213,0.372110149,0.407008439,0.477563246,0.547485511,0.330560172,Brian McFall August 23 2021,sandsnap,"Perry's Café and Rentals, The Promenade, Ocean Park, Santa Monica, Los Angeles County, California, 90401, United States"
77,62,"HB9-Berm Hermosa Beach, CA","Hermosa Beach, CA",33.86907,-118.4057,01/18/21,quarter,the_berm,0.228303933,0.251803609,0.274853719,0.358402488,0.386663654,0.406731905,0.448780519,0.512773293,0.34341742,Brian McFall August 23 2021,sandsnap,"The Strand, Hermosa Beach, Los Angeles County, California, 90254, United States"
78,72,Kalcioch Campground,"Kalaloch campground, washington",47.61577,-124.3778,03/13/21,quarter,the_swash,0.128200372,0.134933457,0.145701893,0.171055117,0.1856094,0.195074348,0.204004778,0.210184389,0.167609521,Brian McFall August 23 2021,sandsnap,"Kalaloch Beaches, Kalaloch, Jefferson County, Washington, United States"
79,87,"PBCK53021 Pensacola Beach, Fl Gulf Side","Pensacola Beach, Florida",30.32554,-87.17935,05/30/21,quarter,the_berm,0.299963813,0.31485526,0.338589966,0.40450199,0.461501646,0.509017726,0.555951099,0.589620242,0.413703698,Brian McFall August 23 2021,sandsnap,"Parking Lot B, Fort Pickens Road, Villa Sabine, Escambia County, Florida, 32561, United States"
80,88,"PBAYCK53021 Pensacola Beach, FL Bayside","Pensacola Beach, Florida",30.32652,-87.17931,05/30/21,quarter,"the_dune,the_berm",0.282703322,0.304794845,0.326756868,0.408774241,0.49778232,0.571561997,0.669636436,0.747019282,0.436961733,Brian McFall August 23 2021,sandsnap,"Parking Lot B, Fort Pickens Road, Villa Sabine, Escambia County, Florida, 32561, United States"
81,151,"Panama Beach, FL","Panama City Beach, FL",30.19011,-85.83236,06/07/21,penny,the_berm,0.235754733,0.257635239,0.285602743,0.358266036,0.416964571,0.480787453,0.547620573,0.600408371,0.369740383,Brian McFall August 23 2021,sandsnap,"M.B. Miller County Pier, Front Beach Road, Bahama Beach, Panama City Beach, Bay County, Florida, 32413, United States"
82,152,Cat-Island-a1,"Cat Island, AL",30.24233,-89.07047,06/28/21,quarter,the_swash,0.276608968,0.30055522,0.314912074,0.35955235,0.394512432,0.420533292,0.481608465,0.527177174,0.373359185,Brian McFall August 23 2021,sandsnap,"Gulfport, Harrison County, Mississippi, 39502, United States"
83,BM1,Anna Maria Island FL. Holmes Beach #ACF91564.1 1/25/20,"Anna Maria Island, FL",,,01/25/20,quarter,the_berm,0.151582675,0.172495279,0.198377133,0.264193593,0.388518976,0.634435247,0.952099161,1.234601924,0.351393636,Brian McFall August 23 2021,sandsnap,
84,BM2,01282020 Boynton Inlet,"Boynton Inlet Park, Boynton Beach, FL",,,01/29/20,quarter,the_berm,0.273080184,0.305711317,0.352154745,0.417699265,0.506273057,0.576715563,0.66162635,0.750523789,0.438796013,Brian McFall August 23 2021,sandsnap,
85,BM3,"01282020Delray Beach, FL","Atlantic Dunes Park, Delray Beach, FLORIDA",,,01/29/20,quarter,the_berm,0.241002317,0.263952546,0.297876631,0.386437885,0.444860195,0.517894126,0.593822541,0.663251276,0.392723971,Brian McFall August 23 2021,sandsnap,
86,BM4,01282020Delray Beach 3,"Delray Beach , Florida",,,01/29/20,quarter,the_berm,0.270351261,0.303576604,0.34696528,0.418110811,0.505911582,0.575196902,0.658036338,0.742720907,0.43712253,Brian McFall August 23 2021,sandsnap,
87,BM5,01282020Delray Beach 2,"Delray Beach, Florida",,,01/29/20,quarter,the_berm,0.218387032,0.245837898,0.286626473,0.385638597,0.446492077,0.516940779,0.589800487,0.664059091,0.382394366,Brian McFall August 23 2021,sandsnap,
88,BM6,01282020 Ocean Ride Park,"Ocean Front Park, Boynton Beach, FL",,,01/29/20,quarter,the_berm,0.28407494,0.318199764,0.360198946,0.440072973,0.522558486,0.585969544,0.661166891,0.731694374,0.45238884,Brian McFall August 23 2021,sandsnap,
89,BM7,"Avalon, NJ","Avalon, NJ",,,12/11/19,quarter,the_berm,0.154538751,0.178720264,0.212530728,0.237762229,0.258991761,0.281399216,0.309762335,0.343241133,0.236110386,Brian McFall August 23 2021,sandsnap,
90,DK1,"N. Indian River Inlet, DE Berm","North side, Indian River Inlet, DE",38.611244,-75.063247,02/12/20,quarter,the_berm,0.216603412,0.25,0.289861824,0.375094481,0.401310251,0.421517374,0.484943115,0.532444497,0.357098877,Brian McFall August 23 2021,sandsnap,"Charles W. Cullen Bridge, Coastal Highway, Sussex County, Delaware, 19971, United States"
